127.0.0.1 - - [06/Aug/2016:14:09:48 +0300] "GET /cargocpc/index.html HTTP/1.1" 200 124
192.168.0.68 - - [06/Aug/2016:14:28:22 +0300] "GET /jira/s/996591dce72044113406908118fd3b43-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/237054cfee0ff1e0750b5ca48b6fb0aa/_/download/contextbatch/css/com.atlassian.jira.project.reports.page,jira.project.sidebar,jira.browse.project,atl.general,jira.global,jira.general,-_super/batch.css?devtoolbar=false&is-server-instance=true&is-system-admin=true&nps-acknowledged=true&nps-not-opted-out=true HTTP/1.1" 200 94400
192.168.0.68 - - [06/Aug/2016:14:28:22 +0300] "POST /jira/rest/webResources/1.0/resources HTTP/1.1" 200 419
192.168.0.68 - - [06/Aug/2016:14:28:23 +0300] "GET /jira/rest/hipchat/integrations/1.0/configuration/status?_=1470482903455 HTTP/1.1" 200 100
192.168.0.68 - - [06/Aug/2016:14:28:23 +0300] "GET /jira/rest/qr/1.0/batching?_=1470482903456 HTTP/1.1" 200 423
192.168.0.68 - - [06/Aug/2016:14:28:23 +0300] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/017bee1cfb84708a7ba1e4bae9f57901/_/download/contextbatch/js/browser-metrics-plugin.contrib,-_super,-atl.general/batch.js HTTP/1.1" 200 17647
192.168.0.68 - - [06/Aug/2016:14:28:24 +0300] "PUT /jira/rest/projects/1.0/project/TUTORIAL/lastVisited HTTP/1.1" 200 40
192.168.0.68 - - [06/Aug/2016:14:28:24 +0300] "POST /jira/rest/webResources/1.0/resources HTTP/1.1" 200 341
192.168.0.68 - - [06/Aug/2016:14:28:24 +0300] "POST /jira/rest/analytics/1.0/publish/bulk HTTP/1.1" 200 40
192.168.0.68 - - [06/Aug/2016:14:28:51 +0300] "GET /jira/projects/TUTORIAL/issues HTTP/1.1" 200 12227
192.168.0.68 - - [06/Aug/2016:14:28:52 +0300] "GET /jira/s/3959ae27c599b58e87e38d960e11312b-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/8.0.13/_/download/batch/com.atlassian.jira.jira-issue-nav-components:orderby/com.atlassian.jira.jira-issue-nav-components:orderby.css HTTP/1.1" 200 634
192.168.0.68 - - [06/Aug/2016:14:28:52 +0300] "GET /jira/s/3959ae27c599b58e87e38d960e11312b-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/8.0.13/_/download/batch/com.atlassian.jira.jira-issue-nav-components:simpleissuelist/com.atlassian.jira.jira-issue-nav-components:simpleissuelist.css HTTP/1.1" 200 388
192.168.0.68 - - [06/Aug/2016:14:28:52 +0300] "GET /jira/s/5b28ee398da148313e912a0c08d76ba4-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/1.3.3/_/download/batch/com.atlassian.jira.plugins.inline-create.jira-inline-issue-create-plugin:component-widget/com.atlassian.jira.plugins.inline-create.jira-inline-issue-create-plugin:component-widget.css HTTP/1.1" 200 1269
192.168.0.68 - - [06/Aug/2016:14:28:52 +0300] "GET /jira/s/3959ae27c599b58e87e38d960e11312b-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/8.0.13/_/download/batch/com.atlassian.jira.jira-issue-nav-components:pager/com.atlassian.jira.jira-issue-nav-components:pager.css HTTP/1.1" 200 343
192.168.0.68 - - [06/Aug/2016:14:28:52 +0300] "GET /jira/s/1eec6b522da113a9facf325ddd4367d6-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/8.0.13/_/download/batch/com.atlassian.jira.jira-issue-nav-components:issueviewer/com.atlassian.jira.jira-issue-nav-components:issueviewer.css HTTP/1.1" 200 6695
192.168.0.68 - - [06/Aug/2016:14:28:53 +0300] "GET /jira/s/8b6974491858552cce77f7238c375c59-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/3.1.13/_/download/batch/com.atlassian.jira.jira-quick-edit-plugin:quick-form/com.atlassian.jira.jira-quick-edit-plugin:quick-form.css HTTP/1.1" 200 1226
192.168.0.68 - - [06/Aug/2016:14:28:53 +0300] "GET /jira/s/3959ae27c599b58e87e38d960e11312b-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/8.0.13/_/download/batch/com.atlassian.jira.jira-issue-nav-components:detailslayout/com.atlassian.jira.jira-issue-nav-components:detailslayout.css HTTP/1.1" 200 877
192.168.0.68 - - [06/Aug/2016:14:28:53 +0300] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/8.0.13/_/download/batch/com.atlassian.jira.jira-issue-nav-components:events/com.atlassian.jira.jira-issue-nav-components:events.js HTTP/1.1" 200 221
192.168.0.68 - - [06/Aug/2016:14:28:53 +0300] "GET /jira/s/6a1b4107815badbaae88384a7a2fb60b-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/4.0.8/_/download/batch/com.atlassian.jira.jira-projects-plugin:subnavigator/com.atlassian.jira.jira-projects-plugin:subnavigator.css HTTP/1.1" 200 477
192.168.0.68 - - [06/Aug/2016:14:28:53 +0300] "GET /jira/s/14b71af7fbfe52712846584659a8ef2e-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/8.0.13/_/download/batch/com.atlassian.jira.jira-issue-nav-plugin:stylesheets/com.atlassian.jira.jira-issue-nav-plugin:stylesheets.css HTTP/1.1" 200 9631
192.168.0.68 - - [06/Aug/2016:14:28:53 +0300] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/0.7.0/_/download/batch/com.atlassian.plugin.jslibs:marionette-1.4.1-factory/com.atlassian.plugin.jslibs:marionette-1.4.1-factory.js HTTP/1.1" 200 19256
192.168.0.68 - - [06/Aug/2016:14:28:53 +0300] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/0.7.0/_/download/batch/com.atlassian.plugin.jslibs:backbone-1.0.0-factory/com.atlassian.plugin.jslibs:backbone-1.0.0-factory.js HTTP/1.1" 200 17373
192.168.0.68 - - [06/Aug/2016:14:28:53 +0300] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/8.0.13/_/download/batch/com.atlassian.jira.jira-issue-nav-components:underscore/com.atlassian.jira.jira-issue-nav-components:underscore.js HTTP/1.1" 200 208
192.168.0.68 - - [06/Aug/2016:14:28:53 +0300] "GET /jira/s/14b71af7fbfe52712846584659a8ef2e-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/8.0.13/_/download/batch/com.atlassian.jira.jira-projects-issue-navigator:application/com.atlassian.jira.jira-projects-issue-navigator:application.css HTTP/1.1" 200 860
192.168.0.68 - - [06/Aug/2016:14:28:53 +0300] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/8.0.13/_/download/batch/com.atlassian.jira.jira-issue-nav-components:backbone/com.atlassian.jira.jira-issue-nav-components:backbone.js HTTP/1.1" 200 249
192.168.0.68 - - [06/Aug/2016:14:28:54 +0300] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/0.7.0/_/download/batch/com.atlassian.plugin.jslibs:brace-2014.09.03-factory/com.atlassian.plugin.jslibs:brace-2014.09.03-factory.js HTTP/1.1" 200 5943
192.168.0.68 - - [06/Aug/2016:14:28:54 +0300] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/8.0.13/_/download/batch/com.atlassian.jira.jira-issue-nav-components:marionette-1.4.1/com.atlassian.jira.jira-issue-nav-components:marionette-1.4.1.js HTTP/1.1" 200 8096
192.168.0.68 - - [06/Aug/2016:14:28:54 +0300] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/8.0.13/_/download/batch/com.atlassian.jira.jira-issue-nav-components:brace/com.atlassian.jira.jira-issue-nav-components:brace.js HTTP/1.1" 200 299
192.168.0.68 - - [06/Aug/2016:14:28:54 +0300] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/8.0.13/_/download/batch/com.atlassian.jira.jira-issue-nav-components:tipsy/com.atlassian.jira.jira-issue-nav-components:tipsy.js HTTP/1.1" 200 1618
192.168.0.68 - - [06/Aug/2016:14:28:54 +0300] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/8.0.13/_/download/batch/com.atlassian.jira.jira-issue-nav-components:uri/com.atlassian.jira.jira-issue-nav-components:uri.js HTTP/1.1" 200 208
192.168.0.68 - - [06/Aug/2016:14:28:54 +0300] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/8.0.13/_/download/batch/com.atlassian.jira.jira-issue-nav-components:jqueryutils/com.atlassian.jira.jira-issue-nav-components:jqueryutils.js HTTP/1.1" 200 1781
192.168.0.68 - - [06/Aug/2016:14:28:54 +0300] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/8.0.13/_/download/batch/com.atlassian.jira.jira-issue-nav-components:scrollintoview/com.atlassian.jira.jira-issue-nav-components:scrollintoview.js HTTP/1.1" 200 2420
192.168.0.68 - - [06/Aug/2016:14:28:54 +0300] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/8.0.13/_/download/batch/com.atlassian.jira.jira-issue-nav-components:browser/com.atlassian.jira.jira-issue-nav-components:browser.js HTTP/1.1" 200 229
192.168.0.68 - - [06/Aug/2016:14:28:54 +0300] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/8.0.13/_/download/batch/com.atlassian.jira.jira-issue-nav-components:functional-utils/com.atlassian.jira.jira-issue-nav-components:functional-utils.js HTTP/1.1" 200 350
192.168.0.68 - - [06/Aug/2016:14:28:54 +0300] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/8.0.13/_/download/batch/com.atlassian.jira.jira-issue-nav-components:marionette-2.1.0/com.atlassian.jira.jira-issue-nav-components:marionette-2.1.0.js HTTP/1.1" 200 1375
192.168.0.68 - - [06/Aug/2016:14:28:54 +0300] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/8.0.13/_/download/batch/com.atlassian.jira.jira-issue-nav-plugin:issue-utils/com.atlassian.jira.jira-issue-nav-plugin:issue-utils.js HTTP/1.1" 200 1831
192.168.0.68 - - [06/Aug/2016:14:28:54 +0300] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/8.0.13/_/download/batch/com.atlassian.jira.jira-issue-nav-plugin:backbone-ext/com.atlassian.jira.jira-issue-nav-plugin:backbone-ext.js HTTP/1.1" 200 5770
192.168.0.68 - - [06/Aug/2016:14:28:54 +0300] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/8.0.13/_/download/batch/com.atlassian.jira.jira-issue-nav-components:backbone.paginator/com.atlassian.jira.jira-issue-nav-components:backbone.paginator.js HTTP/1.1" 200 263
192.168.0.68 - - [06/Aug/2016:14:28:54 +0300] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/8.0.13/_/download/batch/com.atlassian.jira.jira-issue-nav-components:latest-search-store/com.atlassian.jira.jira-issue-nav-components:latest-search-store.js HTTP/1.1" 200 520
192.168.0.68 - - [06/Aug/2016:14:28:54 +0300] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/8.0.13/_/download/batch/com.atlassian.jira.jira-issue-nav-components:search/com.atlassian.jira.jira-issue-nav-components:search.js HTTP/1.1" 200 5044
192.168.0.68 - - [06/Aug/2016:14:28:54 +0300] "GET /jira/s/d7524864c6fe6f78f131fa739d936a67-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/8.0.13/_/download/batch/com.atlassian.jira.jira-issue-nav-components:orderby/com.atlassian.jira.jira-issue-nav-components:orderby.js?locale=ru-RU HTTP/1.1" 200 5839
192.168.0.68 - - [06/Aug/2016:14:28:54 +0300] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/1.3.3/_/download/batch/com.atlassian.jira.plugins.inline-create.jira-inline-issue-create-plugin:marionette/com.atlassian.jira.plugins.inline-create.jira-inline-issue-create-plugin:marionette.js HTTP/1.1" 200 711
192.168.0.68 - - [06/Aug/2016:14:28:54 +0300] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/1.3.3/_/download/batch/com.atlassian.jira.plugins.inline-create.jira-inline-issue-create-plugin:brace/com.atlassian.jira.plugins.inline-create.jira-inline-issue-create-plugin:brace.js HTTP/1.1" 200 320
192.168.0.68 - - [06/Aug/2016:14:28:54 +0300] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/1.3.3/_/download/batch/com.atlassian.jira.plugins.inline-create.jira-inline-issue-create-plugin:util/com.atlassian.jira.plugins.inline-create.jira-inline-issue-create-plugin:util.js HTTP/1.1" 200 1244
192.168.0.68 - - [06/Aug/2016:14:28:54 +0300] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/1.3.3/_/download/batch/com.atlassian.jira.plugins.inline-create.jira-inline-issue-create-plugin:placeholder/com.atlassian.jira.plugins.inline-create.jira-inline-issue-create-plugin:placeholder.js HTTP/1.1" 200 1918
192.168.0.68 - - [06/Aug/2016:14:28:54 +0300] "GET /jira/s/ac923b854532b68eb674ff801754d76c-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/1.3.3/_/download/batch/com.atlassian.jira.plugins.inline-create.jira-inline-issue-create-plugin:component-preffilable-create-issue-dialog/com.atlassian.jira.plugins.inline-create.jira-inline-issue-create-plugin:component-preffilable-create-issue-dialog.js?locale=ru-RU HTTP/1.1" 200 2963
192.168.0.68 - - [06/Aug/2016:14:28:55 +0300] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/8.0.13/_/download/batch/com.atlassian.jira.jira-issue-nav-components:inline-issue-create/com.atlassian.jira.jira-issue-nav-components:inline-issue-create.js HTTP/1.1" 200 815
192.168.0.68 - - [06/Aug/2016:14:28:55 +0300] "GET /jira/s/d7524864c6fe6f78f131fa739d936a67-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/8.0.13/_/download/batch/com.atlassian.jira.jira-issue-nav-components:issueeditor/com.atlassian.jira.jira-issue-nav-components:issueeditor.js?locale=ru-RU HTTP/1.1" 200 22878
192.168.0.68 - - [06/Aug/2016:14:28:55 +0300] "GET /jira/s/d7524864c6fe6f78f131fa739d936a67-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/1.3.3/_/download/batch/com.atlassian.jira.plugins.inline-create.jira-inline-issue-create-plugin:component-widget/com.atlassian.jira.plugins.inline-create.jira-inline-issue-create-plugin:component-widget.js?locale=ru-RU HTTP/1.1" 200 12584
192.168.0.68 - - [06/Aug/2016:14:28:55 +0300] "GET /jira/s/d7524864c6fe6f78f131fa739d936a67-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/8.0.13/_/download/batch/com.atlassian.jira.jira-issue-nav-components:issueviewer/com.atlassian.jira.jira-issue-nav-components:issueviewer.js?locale=ru-RU HTTP/1.1" 200 32517
192.168.0.68 - - [06/Aug/2016:14:28:55 +0300] "GET /jira/s/d7524864c6fe6f78f131fa739d936a67-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/4.0.8/_/download/batch/com.atlassian.jira.jira-projects-plugin:subnavigator/com.atlassian.jira.jira-projects-plugin:subnavigator.js?locale=ru-RU HTTP/1.1" 200 3903
192.168.0.68 - - [06/Aug/2016:14:28:55 +0300] "GET /jira/s/a64178202ff52ca3c122a5f17b984f42-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/8.0.13/_/download/batch/com.atlassian.jira.jira-issue-nav-components:detailslayout/com.atlassian.jira.jira-issue-nav-components:detailslayout.js?locale=ru-RU HTTP/1.1" 200 6902
192.168.0.68 - - [06/Aug/2016:14:28:55 +0300] "GET /jira/s/d7524864c6fe6f78f131fa739d936a67-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/8.0.13/_/download/batch/com.atlassian.jira.jira-issue-nav-components:pager/com.atlassian.jira.jira-issue-nav-components:pager.js?locale=ru-RU HTTP/1.1" 200 2513
192.168.0.68 - - [06/Aug/2016:14:28:55 +0300] "GET /jira/s/a64178202ff52ca3c122a5f17b984f42-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/8.0.13/_/download/batch/com.atlassian.jira.jira-issue-nav-components:simpleissuelist/com.atlassian.jira.jira-issue-nav-components:simpleissuelist.js?locale=ru-RU HTTP/1.1" 200 7148
192.168.0.68 - - [06/Aug/2016:14:28:55 +0300] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/8.0.13/_/download/batch/com.atlassian.jira.jira-projects-issue-navigator:libs-uri/com.atlassian.jira.jira-projects-issue-navigator:libs-uri.js HTTP/1.1" 200 215
192.168.0.68 - - [06/Aug/2016:14:28:55 +0300] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/8.0.13/_/download/batch/com.atlassian.jira.jira-projects-issue-navigator:libs-underscore/com.atlassian.jira.jira-projects-issue-navigator:libs-underscore.js HTTP/1.1" 200 204
192.168.0.68 - - [06/Aug/2016:14:28:55 +0300] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/8.0.13/_/download/batch/com.atlassian.jira.jira-projects-issue-navigator:libs-backbone/com.atlassian.jira.jira-projects-issue-navigator:libs-backbone.js HTTP/1.1" 200 204
192.168.0.68 - - [06/Aug/2016:14:28:55 +0300] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/8.0.13/_/download/batch/com.atlassian.jira.jira-projects-issue-navigator:libs-marionette/com.atlassian.jira.jira-projects-issue-navigator:libs-marionette.js HTTP/1.1" 200 222
192.168.0.68 - - [06/Aug/2016:14:28:55 +0300] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/8.0.13/_/download/batch/com.atlassian.jira.jira-issue-nav-plugin:metrics/com.atlassian.jira.jira-issue-nav-plugin:metrics.js HTTP/1.1" 200 394
192.168.0.68 - - [06/Aug/2016:14:28:56 +0300] "GET /jira/s/a64178202ff52ca3c122a5f17b984f42-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/3.1.13/_/download/batch/com.atlassian.jira.jira-quick-edit-plugin:quick-form-templates/com.atlassian.jira.jira-quick-edit-plugin:quick-form-templates.js?locale=ru-RU HTTP/1.1" 200 2339
192.168.0.68 - - [06/Aug/2016:14:28:56 +0300] "GET /jira/s/ac923b854532b68eb674ff801754d76c-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/3.1.13/_/download/batch/com.atlassian.jira.jira-quick-edit-plugin:quick-edit-issue/com.atlassian.jira.jira-quick-edit-plugin:quick-edit-issue.js?locale=ru-RU HTTP/1.1" 200 424
192.168.0.68 - - [06/Aug/2016:14:28:56 +0300] "GET /jira/rest/api/1.0/shortcuts/71013/c80cc9916ffd6296a3c17c971e6210dd/shortcuts.js?context=issuenavigation&context=issueaction HTTP/1.1" 200 967
192.168.0.68 - - [06/Aug/2016:14:28:56 +0300] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/8.0.13/_/download/batch/com.atlassian.jira.jira-projects-issue-navigator:application-init/com.atlassian.jira.jira-projects-issue-navigator:application-init.js HTTP/1.1" 200 545
192.168.0.68 - - [06/Aug/2016:14:28:56 +0300] "GET /jira/s/d7524864c6fe6f78f131fa739d936a67-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/8.0.13/_/download/batch/com.atlassian.jira.jira-projects-issue-navigator:application/com.atlassian.jira.jira-projects-issue-navigator:application.js?locale=ru-RU HTTP/1.1" 200 19233
192.168.0.68 - - [06/Aug/2016:14:28:56 +0300] "GET /jira/s/ac923b854532b68eb674ff801754d76c-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/3.1.13/_/download/batch/com.atlassian.jira.jira-quick-edit-plugin:quick-form/com.atlassian.jira.jira-quick-edit-plugin:quick-form.js?locale=ru-RU HTTP/1.1" 200 25773
192.168.0.68 - - [06/Aug/2016:14:28:58 +0300] "GET /jira/s/12565d93ec7099970fe7a0981de22b86-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/aa75a90891c03f8e086552c1121aef95/_/download/contextbatch/css/jira.view.issue,jira.browse.project,jira.project.sidebar,atl.general,jira.global,jira.general,-_super/batch.css?devtoolbar=false&is-server-instance=true&is-system-admin=true&jira.create.linked.issue=true&nps-acknowledged=true&nps-not-opted-out=true&user-logged-in=true HTTP/1.1" 200 110102
192.168.0.68 - - [06/Aug/2016:14:28:59 +0300] "POST /jira/rest/webResources/1.0/resources HTTP/1.1" 200 341
192.168.0.68 - - [06/Aug/2016:14:28:59 +0300] "GET /jira/s/b3c22a2c8e2e1f8ec464e89592188d7d-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/aa75a90891c03f8e086552c1121aef95/_/download/contextbatch/js/jira.view.issue,jira.browse.project,jira.project.sidebar,atl.general,jira.global,jira.general,-_super/batch.js?devtoolbar=false&is-server-instance=true&is-system-admin=true&jira.create.linked.issue=true&locale=ru-RU&nps-acknowledged=true&nps-not-opted-out=true&user-logged-in=true HTTP/1.1" 200 497040
192.168.0.68 - - [06/Aug/2016:14:28:59 +0300] "POST /jira/rest/webResources/1.0/resources HTTP/1.1" 200 419
192.168.0.68 - - [06/Aug/2016:14:29:00 +0300] "GET /jira/rest/qr/1.0/batching?_=1470482940241 HTTP/1.1" 200 423
192.168.0.68 - - [06/Aug/2016:14:29:00 +0300] "GET /jira/rest/hipchat/integrations/1.0/configuration/status?_=1470482940239 HTTP/1.1" 200 100
192.168.0.68 - - [06/Aug/2016:14:29:00 +0300] "PUT /jira/rest/projects/1.0/project/TUTORIAL/lastVisited HTTP/1.1" 200 40
192.168.0.68 - - [06/Aug/2016:14:29:00 +0300] "GET /jira/s/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/8.0.13/_/download/resources/com.atlassian.jira.jira-projects-issue-navigator:empty-state-resources/images/icons/svg/project-management.svg HTTP/1.1" 200 3587
192.168.0.68 - - [06/Aug/2016:14:29:01 +0300] "POST /jira/rest/analytics/1.0/publish/bulk HTTP/1.1" 200 40
192.168.0.68 - - [06/Aug/2016:14:29:02 +0300] "POST /jira/rest/issueNav/1/issueTable HTTP/1.1" 200 467
192.168.0.68 - - [06/Aug/2016:14:29:04 +0300] "POST /jira/rest/webResources/1.0/resources HTTP/1.1" 200 290
192.168.0.68 - - [06/Aug/2016:14:29:04 +0300] "GET /jira/s/ac923b854532b68eb674ff801754d76c-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/3.1.13/_/download/batch/com.atlassian.jira.jira-quick-edit-plugin:quick-create-issue/com.atlassian.jira.jira-quick-edit-plugin:quick-create-issue.js?locale=ru-RU HTTP/1.1" 200 746
192.168.0.68 - - [06/Aug/2016:14:29:04 +0300] "POST /jira/rest/webResources/1.0/resources HTTP/1.1" 200 344
192.168.0.68 - - [06/Aug/2016:14:29:04 +0300] "GET /jira/s/d7524864c6fe6f78f131fa739d936a67-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/4.2.15/_/download/batch/com.atlassian.jira.plugins.jira-dnd-attachment-plugin:dnd-create-issue-drop-zone/com.atlassian.jira.plugins.jira-dnd-attachment-plugin:dnd-create-issue-drop-zone.js?locale=ru-RU HTTP/1.1" 200 2015
192.168.0.68 - - [06/Aug/2016:14:29:04 +0300] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/4.2.15/_/download/batch/com.atlassian.jira.plugins.jira-dnd-attachment-plugin:dnd-form-drop-zone/com.atlassian.jira.plugins.jira-dnd-attachment-plugin:dnd-form-drop-zone.js HTTP/1.1" 200 2224
192.168.0.68 - - [06/Aug/2016:14:29:07 +0300] "GET /jira/rest/inline-create/1.0/context/bootstrap?query=project%20%3D%20%22TUTORIAL%22%20AND%20resolution%20%3D%20Unresolved%20ORDER%20BY%20priority%20DESC%2C%20updated%20DESC&&_=1470482943001 HTTP/1.1" 200 307
192.168.0.68 - - [06/Aug/2016:14:29:07 +0300] "POST /jira/rest/inline-create/1.0/context/resolve HTTP/1.1" 500 2254
192.168.0.68 - - [06/Aug/2016:14:29:09 +0300] "POST /jira/secure/QuickCreateIssue!default.jspa?decorator=none HTTP/1.1" 200 3085
192.168.0.68 - - [06/Aug/2016:14:29:09 +0300] "POST /jira/secure/QuickCreateIssue!default.jspa?decorator=none HTTP/1.1" 200 3086
192.168.0.68 - - [06/Aug/2016:14:29:09 +0300] "GET /jira/images/icons/emoticons/tongue.gif HTTP/1.1" 200 375
192.168.0.68 - - [06/Aug/2016:14:29:09 +0300] "GET /jira/images/icons/emoticons/sad.gif HTTP/1.1" 200 385
192.168.0.68 - - [06/Aug/2016:14:29:09 +0300] "GET /jira/images/icons/priorities/medium.svg HTTP/1.1" 200 953
192.168.0.68 - - [06/Aug/2016:14:29:09 +0300] "GET /jira/secure/projectavatar?size=xsmall&avatarId=10324 HTTP/1.1" 200 2071
192.168.0.68 - - [06/Aug/2016:14:29:09 +0300] "GET /jira/images/icons/emoticons/smile.gif HTTP/1.1" 200 385
192.168.0.68 - - [06/Aug/2016:14:29:10 +0300] "GET /jira/images/icons/emoticons/thumbs_down.gif HTTP/1.1" 200 562
192.168.0.68 - - [06/Aug/2016:14:29:10 +0300] "GET /jira/images/icons/emoticons/biggrin.gif HTTP/1.1" 200 618
192.168.0.68 - - [06/Aug/2016:14:29:10 +0300] "GET /jira/images/icons/emoticons/thumbs_up.gif HTTP/1.1" 200 567
192.168.0.68 - - [06/Aug/2016:14:29:10 +0300] "GET /jira/images/icons/emoticons/check.gif HTTP/1.1" 200 217
